"k","fold","lambda1","lambda2","canonical_direction","cor.train","cor.test"
15,3,0.00316227766016838,0,2,0.9999999990948,0.708836248688355
15,3,0.00316227766016838,0,3,0.999999998541728,0.202201095471714
15,3,0.00316227766016838,0,4,0.9999999989077,0.328635623609957
15,3,0.00316227766016838,0,5,0.999999998952016,0.705053283414085
15,4,0.00316227766016838,0,1,0.999999991169323,0.882154963865548
15,4,0.00316227766016838,0,2,0.999999999047437,0.687593642317829
15,4,0.00316227766016838,0,3,0.993079713045281,0.66532415507205
15,4,0.00316227766016838,0,4,0.999999996909078,0.799995210507996
15,4,0.00316227766016838,0,5,0.99999999866357,0.694347322080745
15,5,0.00316227766016838,0,1,0.999999989460589,0.659492965746232
15,5,0.00316227766016838,0,2,0.999999999096656,0.526721840810142
15,5,0.00316227766016838,0,3,0.993183398706824,0.317625232295142
15,5,0.00316227766016838,0,4,0.999999997146684,0.450390009210329
15,5,0.00316227766016838,0,5,0.999999999004298,-0.0086888776533667
15,6,0.00316227766016838,0,1,0.999999993944084,0.40339817436556
15,6,0.00316227766016838,0,2,0.999999998992892,0.851591628431397
15,6,0.00316227766016838,0,3,0.99244365933434,0.640600243924032
15,6,0.00316227766016838,0,4,0.999999997926639,0.597112608764252
15,6,0.00316227766016838,0,5,0.999999998853858,0.288935568564568
15,7,0.00316227766016838,0,1,0.999999991319492,0.898521268822485
15,7,0.00316227766016838,0,2,0.999999999029947,0.771250926982269
15,7,0.00316227766016838,0,3,0.992648680651707,0.856640940644732
15,7,0.00316227766016838,0,4,0.999999996885493,0.696396659951296
15,7,0.00316227766016838,0,5,0.999999998713632,0.797580468940844
15,8,0.00316227766016838,0,1,0.999999989471633,0.948711146701409
15,8,0.00316227766016838,0,2,0.999999998904443,0.691647682661873
15,8,0.00316227766016838,0,3,0.993171884561887,0.714203065371275
15,8,0.00316227766016838,0,4,0.999999996413224,0.827066952395709
15,8,0.00316227766016838,0,5,0.999999998846369,0.596071299401828
15,9,0.00316227766016838,0,1,0.999999989354611,0.843841447305816
15,9,0.00316227766016838,0,2,0.999999999043076,0.648765303928353
15,9,0.00316227766016838,0,3,0.9932138047693,0.681563916274186
15,9,0.00316227766016838,0,4,0.99999999700532,0.671848355896134
15,9,0.00316227766016838,0,5,0.999999998892694,0.862953130746793
15,10,0.00316227766016838,0,1,0.999999990503566,0.81802030971322
15,10,0.00316227766016838,0,2,0.99999999888562,0.72639858951844
15,10,0.00316227766016838,0,3,0.993009350821065,0.710200589826676
15,10,0.00316227766016838,0,4,0.999999996389165,0.714081387571041
15,10,0.00316227766016838,0,5,0.999999998793591,0.504452400373111
15,11,0.00316227766016838,0,1,0.999999990145081,0.797717788182893
15,11,0.00316227766016838,0,2,0.999999999048111,0.810049391174573
15,11,0.00316227766016838,0,3,0.993162751887908,0.678662200139892
15,11,0.00316227766016838,0,4,0.999999997190476,-0.0791645555051296
15,11,0.00316227766016838,0,5,0.99999999865453,0.715580936609379
15,12,0.00316227766016838,0,1,0.999999989476233,0.882010109848016
15,12,0.00316227766016838,0,2,0.9999999990133,0.714951277970411
15,12,0.00316227766016838,0,3,0.992992059616029,0.703594563998919
15,12,0.00316227766016838,0,4,0.999999997263858,0.851714202986622
15,12,0.00316227766016838,0,5,0.999999998850601,0.403455135163672
15,13,0.00316227766016838,0,1,0.999999990245383,0.91182755635516
15,13,0.00316227766016838,0,2,0.999999999037507,0.544210667343639
15,13,0.00316227766016838,0,3,0.992748353834385,0.858964686875761
15,13,0.00316227766016838,0,4,0.999999996995687,0.822737850439402
15,13,0.00316227766016838,0,5,0.99999999909951,0.306907565949948
15,14,0.00316227766016838,0,1,0.99999999914348,0.644691470543415
15,14,0.00316227766016838,0,2,0.999999999071668,0.747194662208243
15,14,0.00316227766016838,0,3,0.99999999854834,0.437959368467778
15,14,0.00316227766016838,0,4,0.999999998951245,0.820008743816466
15,14,0.00316227766016838,0,5,0.99999999899841,0.216956381466941
15,15,0.00316227766016838,0,1,0.999999990850374,0.862279846258442
15,15,0.00316227766016838,0,2,0.999999999156949,0.713923598494008
15,15,0.00316227766016838,0,3,0.992927769621666,0.786181107757647
15,15,0.00316227766016838,0,4,0.999999997463071,0.749296237412315
15,15,0.00316227766016838,0,5,0.999999998855675,0.7476273814928
15,1,0.01,0,1,0.99999990930265,0.868649126733921
15,1,0.01,0,2,0.999999989805139,0.821771545117823
15,1,0.01,0,3,0.993042256658407,0.601965300565949
15,1,0.01,0,4,0.999999960713095,0.817864367407743
15,1,0.01,0,5,0.999999988526595,0.653354193649971
15,2,0.01,0,1,0.999999888330496,0.914088696115265
15,2,0.01,0,2,0.999999987849207,0.379448345893324
15,2,0.01,0,3,0.992959415784361,0.855226769156209
15,2,0.01,0,4,0.999999976790678,0.43667287642912
15,2,0.01,0,5,0.999999987125261,0.566191113248814
15,3,0.01,0,1,0.999999991272082,0.93270622783476
15,3,0.01,0,2,0.99999999095341,0.708832059788525
15,3,0.01,0,3,0.999999985426112,0.202233084701364
15,3,0.01,0,4,0.999999989083646,0.328645093863671
15,3,0.01,0,5,0.999999989525655,0.705035307337287
15,4,0.01,0,1,0.999999912227566,0.882645254762158
15,4,0.01,0,2,0.999999990484094,0.687605512966508
15,4,0.01,0,3,0.99307979142846,0.664520887191334
15,4,0.01,0,4,0.999999969228584,0.80036143971226
15,4,0.01,0,5,0.99999998664944,0.694050854605649
15,5,0.01,0,1,0.999999895270722,0.659832960123316
15,5,0.01,0,2,0.999999990973873,0.526685527233633
15,5,0.01,0,3,0.993183485797273,0.315813415957151
15,5,0.01,0,4,0.99999997157244,0.450646531748187
15,5,0.01,0,5,0.999999990048548,-0.00887771259383862
15,6,0.01,0,1,0.999999939831369,0.405670072322156
15,6,0.01,0,2,0.999999989938173,0.851602346225854
15,6,0.01,0,3,0.992443705908978,0.639511330844004
15,6,0.01,0,4,0.999999979305006,0.597429327727491
15,6,0.01,0,5,0.999999988542772,0.289046334730324
15,7,0.01,0,1,0.999999913731245,0.899104132095012
15,7,0.01,0,2,0.999999990306386,0.771231734894314
15,7,0.01,0,3,0.992648756886105,0.856476093796464
15,7,0.01,0,4,0.999999969028333,0.696041005169119
15,7,0.01,0,5,0.999999987149305,0.797570395297303
15,8,0.01,0,1,0.999999895353386,0.948717322112365
15,8,0.01,0,2,0.999999989057648,0.691540909998306
15,8,0.01,0,3,0.993171978944289,0.714710844744403
15,8,0.01,0,4,0.999999964319023,0.827062172182103
15,8,0.01,0,5,0.999999988474668,0.596109086172884
15,9,0.01,0,1,0.999999894298368,0.843506276592594
15,9,0.01,0,2,0.999999990437279,0.648741046073041
15,9,0.01,0,3,0.993213893443097,0.681685664348615
15,9,0.01,0,4,0.999999970179403,0.67199383273003
15,9,0.01,0,5,0.999999988933889,0.862930283073686
15,10,0.01,0,1,0.999999905647805,0.818723468982109
15,10,0.01,0,2,0.999999988867474,0.72612433913661
15,10,0.01,0,3,0.993009437006058,0.7096209264125
15,10,0.01,0,4,0.999999964060205,0.714013710481647
15,10,0.01,0,5,0.999999987946575,0.504590343821217
15,11,0.01,0,1,0.999999902115508,0.798057442852945
15,11,0.01,0,2,0.999999990487369,0.81005535595613
15,11,0.01,0,3,0.993162834524265,0.677766781492256
15,11,0.01,0,4,0.999999972020085,-0.0788702066086893
15,11,0.01,0,5,0.99999998655948,0.715588500855821
15,12,0.01,0,1,0.999999895497313,0.8825876926922
15,12,0.01,0,2,0.999999990139113,0.714948019504645
15,12,0.01,0,3,0.992992145509058,0.703294498068064
15,12,0.01,0,4,0.99999997275029,0.851574297068765
15,12,0.01,0,5,0.999999988515941,0.403509049338769
15,13,0.01,0,1,0.999999903027893,0.912262462154873
15,13,0.01,0,2,0.999999990381,0.544184712013002
15,13,0.01,0,3,0.992748435925104,0.858589720501016
15,13,0.01,0,4,0.999999970080402,0.822818530299689
15,13,0.01,0,5,0.999999990999909,0.30690987935573
15,14,0.01,0,1,0.999999991439521,0.644709470097379
15,14,0.01,0,2,0.999999990722428,0.747194213336153
15,14,0.01,0,3,0.999999985492558,0.437997618778091
15,14,0.01,0,4,0.999999989518053,0.820033710004066
15,14,0.01,0,5,0.999999989989812,0.21692871860025
15,15,0.01,0,1,0.999999909081212,0.862587030546699
15,15,0.01,0,2,0.999999991577125,0.713902550713789
15,15,0.01,0,3,0.99292784450935,0.785770821469979
15,15,0.01,0,4,0.999999974719617,0.749557057408834
15,15,0.01,0,5,0.999999988565888,0.747609658682796
15,1,0.0316227766016838,0,1,0.999999109945243,0.869999194762972
15,1,0.0316227766016838,0,2,0.999999898300438,0.821656038949102
15,1,0.0316227766016838,0,3,0.993043094327414,0.599407544597414
15,1,0.0316227766016838,0,4,0.999999612790159,0.816672245733175
15,1,0.0316227766016838,0,5,0.99999988555637,0.653526565138787
15,2,0.0316227766016838,0,1,0.999998907577014,0.914501407042225
15,2,0.0316227766016838,0,2,0.999999879207783,0.379875358821647
15,2,0.0316227766016838,0,3,0.992960333280899,0.854702462583026
15,2,0.0316227766016838,0,4,0.99999977129371,0.437278738523728
15,2,0.0316227766016838,0,5,0.999999871760465,0.565493317235132
15,3,0.0316227766016838,0,1,0.999999912872665,0.932728951835912
15,3,0.0316227766016838,0,2,0.999999909704728,0.708818577457178
15,3,0.0316227766016838,0,3,0.999999854539843,0.202334520643567
15,3,0.0316227766016838,0,4,0.999999891046113,0.328675174825403
15,3,0.0316227766016838,0,5,0.999999895430057,0.704978139175991
15,4,0.0316227766016838,0,1,0.999999139018043,0.884159142118745
15,4,0.0316227766016838,0,2,0.999999905145369,0.687641928198796
15,4,0.0316227766016838,0,3,0.993080555550135,0.662034256612084
15,4,0.0316227766016838,0,4,0.999999696579367,0.801488809696499
15,4,0.0316227766016838,0,5,0.99999986692716,0.693115136399503
15,5,0.0316227766016838,0,1,0.999998973556955,0.660874303848295
15,5,0.0316227766016838,0,2,0.999999909968046,0.526573280383276
15,5,0.0316227766016838,0,3,0.993184334368306,0.310166265360832
15,5,0.0316227766016838,0,4,0.999999719018095,0.45144523108767
15,5,0.0316227766016838,0,5,0.999999900661015,-0.00947328359019286
15,6,0.0316227766016838,0,1,0.999999410455109,0.412741233486209
15,6,0.0316227766016838,0,2,0.999999899672441,0.851635392865181
15,6,0.0316227766016838,0,3,0.992444159467928,0.636086600526407
15,6,0.0316227766016838,0,4,0.999999794263687,0.598421952004421
15,6,0.0316227766016838,0,5,0.999999885559634,0.289397574204661
15,7,0.0316227766016838,0,1,0.999999154099964,0.900904006502962
15,7,0.0316227766016838,0,2,0.999999903281699,0.771172463301424
15,7,0.0316227766016838,0,3,0.992649498572737,0.855973373453881
15,7,0.0316227766016838,0,4,0.999999695657765,0.694936209803745
15,7,0.0316227766016838,0,5,0.999999871901736,0.797538833364113
15,8,0.0316227766016838,0,1,0.999998973559904,0.948734859105218
15,8,0.0316227766016838,0,2,0.999999890989116,0.691209149580145
15,8,0.0316227766016838,0,3,0.993172898528924,0.716383517228157
15,8,0.0316227766016838,0,4,0.999999648999095,0.827059515361357
15,8,0.0316227766016838,0,5,0.99999988509149,0.59622781149762
15,9,0.0316227766016838,0,1,0.999998966482657,0.842445972975524
15,9,0.0316227766016838,0,2,0.999999904577966,0.648666455309809
15,9,0.0316227766016838,0,3,0.993214754750245,0.682068315745014
15,9,0.0316227766016838,0,4,0.999999705723545,0.672449369685222
15,9,0.0316227766016838,0,5,0.999999889558195,0.862858222126254
15,10,0.0316227766016838,0,1,0.999999075635378,0.820895475450556
15,10,0.0316227766016838,0,2,0.999999889028229,0.725262627325812
15,10,0.0316227766016838,0,3,0.9930102760362,0.707831687500644
15,10,0.0316227766016838,0,4,0.999999645857781,0.713808744361931
15,10,0.0316227766016838,0,5,0.999999879801299,0.505023858446166
15,11,0.0316227766016838,0,1,0.999999041928533,0.799114443659758
15,11,0.0316227766016838,0,2,0.999999905070901,0.81007402436815
15,11,0.0316227766016838,0,3,0.993163638147658,0.674988978996529
15,11,0.0316227766016838,0,4,0.999999723790217,-0.0778906591586905
15,11,0.0316227766016838,0,5,0.999999866041109,0.715611858753183
15,12,0.0316227766016838,0,1,0.99999897792704,0.884376236976195
15,12,0.0316227766016838,0,2,0.99999990158404,0.71493772472712
15,12,0.0316227766016838,0,3,0.992992979903413,0.702377574936997
15,12,0.0316227766016838,0,4,0.999999730978685,0.851137127997159
15,12,0.0316227766016838,0,5,0.999999885471639,0.403678126914988
15,13,0.0316227766016838,0,1,0.999999048294215,0.913599240407535
15,13,0.0316227766016838,0,2,0.999999903996895,0.544102966692933
15,13,0.0316227766016838,0,3,0.992749236690485,0.857380989617193
15,13,0.0316227766016838,0,4,0.999999704653233,0.823066113831859
15,13,0.0316227766016838,0,5,0.999999910150809,0.30691767831617
15,14,0.0316227766016838,0,1,0.999999914544053,0.644766317407542
15,14,0.0316227766016838,0,2,0.999999907405427,0.747192729940524
15,14,0.0316227766016838,0,3,0.999999855214537,0.438118426499053
15,14,0.0316227766016838,0,4,0.999999895357303,0.820112466890792
15,14,0.0316227766016838,0,5,0.999999900078493,0.216841266733453
15,15,0.0316227766016838,0,1,0.999999108872449,0.863527786488386
15,15,0.0316227766016838,0,2,0.999999916009719,0.713837468243947
15,15,0.0316227766016838,0,3,0.992928573998119,0.784485309052418
15,15,0.0316227766016838,0,4,0.999999749969802,0.750371806173571
15,15,0.0316227766016838,0,5,0.999999885946865,0.747553738073793
15,1,0.1,0,1,0.999991619594364,0.873843470478157
15,1,0.1,0,2,0.999998990751407,0.821292219145857
15,1,0.1,0,3,0.993050828355318,0.5921245601197
15,1,0.1,0,4,0.999996300191199,0.812976851485717
15,1,0.1,0,5,0.999998864617442,0.654071422219355
15,2,0.1,0,1,0.999989815400448,0.915693115241833
15,2,0.1,0,2,0.999998813344788,0.381192076929671
15,2,0.1,0,3,0.992968706614572,0.853219343951338
15,2,0.1,0,4,0.999997812913767,0.439233829252978
15,2,0.1,0,5,0.999998733320772,0.56332252797165
15,3,0.1,0,1,0.999999133498037,0.932800429815556
15,3,0.1,0,2,0.999999102400698,0.708773591994291
15,3,0.1,0,3,0.999998554149027,0.202658075317939
15,3,0.1,0,4,0.999998917038442,0.328771631468048
15,3,0.1,0,5,0.999998959750911,0.704794099414378
15,4,0.1,0,1,0.999991902756093,0.88859788038822
15,4,0.1,0,2,0.999999060775274,0.687746405929208
15,4,0.1,0,3,0.993087596261424,0.654693045175931
15,4,0.1,0,4,0.999997095320408,0.804760191334769
15,4,0.1,0,5,0.999998682772442,0.69017458480648
15,5,0.1,0,1,0.999990375316121,0.663851038188332
15,5,0.1,0,2,0.999999106750947,0.526242630389852
15,5,0.1,0,3,0.993192137288944,0.293158681051637
15,5,0.1,0,4,0.999997289887731,0.45384974483895
15,5,0.1,0,5,0.999999012121284,-0.0113411732607018
15,6,0.1,0,1,0.999994468206904,0.43398936156335
15,6,0.1,0,2,0.999999005746044,0.851731768935053
15,6,0.1,0,3,0.992448330099611,0.625448146961959
15,6,0.1,0,4,0.999997980262686,0.601473118191618
15,6,0.1,0,5,0.999998859692431,0.290518064776684
15,7,0.1,0,1,0.999992053388219,0.90618212700185
15,7,0.1,0,2,0.999999039612879,0.77099908514615
15,7,0.1,0,3,0.992656290352742,0.854559010686427
15,7,0.1,0,4,0.99999711612413,0.691629612755156
15,7,0.1,0,5,0.999998731738266,0.797441871031062
15,8,0.1,0,1,0.9999903541128,0.94877185402204
15,8,0.1,0,2,0.999998922440231,0.690215513641353
15,8,0.1,0,3,0.993181352049277,0.722206300994793
15,8,0.1,0,4,0.999996664177013,0.827164882247355
15,8,0.1,0,5,0.99999886159577,0.596595458399461
15,9,0.1,0,1,0.999990377326214,0.839109275253354
15,9,0.1,0,2,0.999999052180907,0.648450519303374
15,9,0.1,0,3,0.993222599139795,0.683249150381022
15,9,0.1,0,4,0.999997175558246,0.673845072293837
15,9,0.1,0,5,0.999998902455808,0.86263221593919
15,10,0.1,0,1,0.999991340626434,0.82727158259689
15,10,0.1,0,2,0.999998901181978,0.722591709707443
15,10,0.1,0,3,0.993017973016445,0.702597686058591
15,10,0.1,0,4,0.99999661747962,0.713247880466456
15,10,0.1,0,5,0.999998808452388,0.506368136096165
15,11,0.1,0,1,0.999991050234639,0.802288144675592
15,11,0.1,0,2,0.999999056876586,0.8101311805049
15,11,0.1,0,3,0.993170986015823,0.666728713148698
15,11,0.1,0,4,0.999997345852076,-0.0743518176903032
15,11,0.1,0,5,0.999998674319365,0.715680222496237
15,12,0.1,0,1,0.99999047490046,0.889660860119714
15,12,0.1,0,2,0.999999021892266,0.714905269242308
15,12,0.1,0,3,0.993000582670313,0.699776156751811
15,12,0.1,0,4,0.999997414242941,0.849806117593402
15,12,0.1,0,5,0.999998864424085,0.404198869857654
15,13,0.1,0,1,0.999991037073956,0.917462447347374
15,13,0.1,0,2,0.999999045828419,0.543847645964998
15,13,0.1,0,3,0.992756627885199,0.853340973117845
15,13,0.1,0,4,0.999997162693356,0.823777716592026
15,13,0.1,0,5,0.999999106270559,0.306946989753464
15,14,0.1,0,1,0.999999150117914,0.644945364467063
15,14,0.1,0,2,0.999999079737843,0.747187406807304
15,14,0.1,0,3,0.999998561210801,0.438498955841445
15,14,0.1,0,4,0.99999895912213,0.820359600029316
15,14,0.1,0,5,0.99999900645218,0.216564982077286
15,15,0.1,0,1,0.999991638696835,0.866216215319613
15,15,0.1,0,2,0.99999916737058,0.713645566507358
15,15,0.1,0,3,0.992935280129763,0.78054290344062
15,15,0.1,0,4,0.999997583718871,0.752849516729395
15,15,0.1,0,5,0.999998868478282,0.747378144346857
15,1,0.316227766016838,0,1,0.999930840101442,0.882642949011715
15,1,0.316227766016838,0,2,0.999990140627916,0.820157447363838
15,1,0.316227766016838,0,3,0.999967801120499,0.802107940263176
15,1,0.316227766016838,0,4,0.993110236098787,0.576477830716408
15,1,0.316227766016838,0,5,0.999988920205835,0.655789210562414
15,2,0.316227766016838,0,1,0.999918394283942,0.918540384381875
15,2,0.316227766016838,0,2,0.999988696590044,0.384993275281015
15,2,0.316227766016838,0,3,0.999980698652813,0.445503258598858
15,2,0.316227766016838,0,4,0.993030842023721,0.849931802188968
15,2,0.316227766016838,0,5,0.999987798169797,0.556799762126644
15,3,0.316227766016838,0,1,0.999991482897832,0.933022711963923
15,3,0.316227766016838,0,2,0.999991189172637,0.708608070432395
15,3,0.316227766016838,0,3,0.999989373267896,0.329089928390115
15,3,0.316227766016838,0,4,0.999985812044722,0.203709570642447
15,3,0.316227766016838,0,5,0.999989766294295,0.704178573748822
15,4,0.316227766016838,0,1,0.999933317289365,0.89966769517188
15,4,0.316227766016838,0,2,0.999990876825709,0.687985096666117
15,4,0.316227766016838,0,3,0.99997448012733,0.812584809979556
15,4,0.316227766016838,0,4,0.993141453879939,0.636191783795353
15,4,0.316227766016838,0,5,0.999987236895176,0.681074334353334
15,5,0.316227766016838,0,1,0.999921631554455,0.670718316021821
15,5,0.316227766016838,0,2,0.999991275975683,0.525398979952224
15,5,0.316227766016838,0,3,0.999975646523833,0.460354335897427
15,5,0.316227766016838,0,4,0.993251255649674,0.248172828172643
15,5,0.316227766016838,0,5,0.999990291611923,-0.0171022614943233
15,6,0.316227766016838,0,1,0.9999543420412,0.490911783792492
15,6,0.316227766016838,0,2,0.99999032685522,0.851964729284161
15,6,0.316227766016838,0,3,0.999980918637094,0.610292042142762
15,6,0.316227766016838,0,4,0.992480350842591,0.593798111936213
15,6,0.316227766016838,0,5,0.999988719046873,0.294162690743661
15,7,0.316227766016838,0,1,0.999934706939156,0.919345111312777
15,7,0.316227766016838,0,2,0.999990602176374,0.770587080301938
15,7,0.316227766016838,0,3,0.99997531232188,0.682701390187119
15,7,0.316227766016838,0,4,0.992707284323109,0.85152816354514
15,7,0.316227766016838,0,5,0.999987700411385,0.797161010021542
15,8,0.316227766016838,0,1,0.999921069648787,0.948745199833325
15,8,0.316227766016838,0,2,0.999989579268203,0.687538090129361
15,8,0.316227766016838,0,3,0.999971293062568,0.828338914708318
15,8,0.316227766016838,0,4,0.993245262799761,0.742657546306016
15,8,0.316227766016838,0,5,0.999988933331755,0.597677310782537
15,9,0.316227766016838,0,1,0.999923050743121,0.829163355803842
15,9,0.316227766016838,0,2,0.999990716443155,0.647933810257415
15,9,0.316227766016838,0,3,0.999974965335524,0.677824448668201
15,9,0.316227766016838,0,4,0.993280404802839,0.686579285184289
15,9,0.316227766016838,0,5,0.999989236034597,0.861935412526386
15,10,0.316227766016838,0,1,0.999929499943102,0.843235066106224
15,10,0.316227766016838,0,2,0.99998933141734,0.714644697070418
15,10,0.316227766016838,0,3,0.999970521802467,0.712247649325064
15,10,0.316227766016838,0,4,0.993076010206334,0.689772473809481
15,10,0.316227766016838,0,5,0.999988398599095,0.510365064095127
15,11,0.316227766016838,0,1,0.999927689439061,0.810749423973205
15,11,0.316227766016838,0,2,0.999990757421146,0.810294828964626
15,11,0.316227766016838,0,3,0.999976378184231,-0.0600250155489586
15,11,0.316227766016838,0,4,0.993225867006446,0.645297925010719
15,11,0.316227766016838,0,5,0.999987163311711,0.715845092598999
15,12,0.316227766016838,0,1,0.999923572954637,0.903017931672659
15,12,0.316227766016838,0,2,0.999990405604031,0.714803768973739
15,12,0.316227766016838,0,3,0.999976963407658,0.846074420071061
15,12,0.316227766016838,0,4,0.993056719045128,0.693923549388475
15,12,0.316227766016838,0,5,0.999988935836792,0.405712920073746
15,13,0.316227766016838,0,1,0.999926007007048,0.926665046392245
15,13,0.316227766016838,0,2,0.999990638766851,0.543068241626503
15,13,0.316227766016838,0,3,0.999974797294526,0.825432249862061
15,13,0.316227766016838,0,4,0.992813357295601,0.83895499110936
15,13,0.316227766016838,0,5,0.999991209898962,0.307080893980675
15,14,0.316227766016838,0,1,0.999991646195292,0.645504453329139
15,14,0.316227766016838,0,2,0.999990972746359,0.747164470675371
15,14,0.316227766016838,0,3,0.999989762714951,0.821122339265829
15,14,0.316227766016838,0,4,0.999985891761673,0.439687472871461
15,14,0.316227766016838,0,5,0.999990240157832,0.215694051469495
15,15,0.316227766016838,0,1,0.999931523684394,0.872416210264382
15,15,0.316227766016838,0,2,0.999991881799051,0.713155041604352
15,15,0.316227766016838,0,3,0.999978159654462,0.759757482045086
15,15,0.316227766016838,0,4,0.992986250715667,0.769354650567252
15,15,0.316227766016838,0,5,0.999988960295428,0.74683539183541
15,1,1,0,1,0.999598751526795,0.893692942732272
15,1,1,0,2,0.999907829017051,0.816742077099438
15,1,1,0,3,0.999777829533879,0.776133113660476
15,1,1,0,4,0.993354723036381,0.572856594774476
15,1,1,0,5,0.999896838026391,0.66110120226648
15,2,1,0,1,0.999557045006097,0.922564314359716
15,2,1,0,2,0.999898684163881,0.393649416055848
15,2,1,0,3,0.999853455587162,0.462329045109722
15,2,1,0,4,0.993267266571621,0.846408893830682
15,2,1,0,5,0.999890104029227,0.539109728649336
15,3,1,0,1,0.999919228479918,0.933690069217506
15,3,1,0,2,0.999916735269215,0.707858750460521
15,3,1,0,3,0.999899680510894,0.330228299780467
15,3,1,0,4,0.999866110419946,0.207333254241003
15,3,1,0,5,0.999902664018144,0.701864625303864
15,4,1,0,1,0.99961268220768,0.917276410238126
15,4,1,0,2,0.999915629689505,0.68813868090356
15,4,1,0,3,0.999815796404084,0.822201176017856
15,4,1,0,4,0.993363773208391,0.608454336431561
15,4,1,0,5,0.999883727032666,0.654567153255613
15,5,1,0,1,0.999562117660019,0.679380871740637
15,5,1,0,2,0.999918374866185,0.523956989389624
15,5,1,0,3,0.999814029967811,0.472829195977622
